,mean_fpr,mean_tpr,tprs_lower,tprs_upper
84,0.8484848484848485,0.9515326011437125,0.9098393040802836,0.9932258982071415
85,0.8585858585858587,0.9544413981080652,0.9129983426636807,0.9958844535524496
86,0.8686868686868687,0.9602111280352026,0.9219519973083763,0.9984702587620289
87,0.8787878787878789,0.9646210785099677,0.9281958240193576,1.0
88,0.888888888888889,0.9669642857142858,0.9319918157428542,1.0
89,0.8989898989898991,0.9694815883704774,0.9351352081314834,1.0
90,0.9090909090909092,0.9738606301106303,0.9417812006535754,1.0
91,0.9191919191919192,0.9789286382341941,0.9497586786029404,1.0
92,0.9292929292929294,0.9819651764559174,0.9545088559408621,1.0
93,0.9393939393939394,0.9853159905937686,0.9599148259263618,1.0
94,0.9494949494949496,0.9907768157768159,0.9718849554707862,1.0
95,0.9595959595959597,0.9923448773448774,0.9751915509427348,1.0
96,0.9696969696969697,0.9936604136604137,0.9787269746109656,1.0
97,0.9797979797979799,0.9955806744695634,0.9824812760666584,1.0
98,0.98989898989899,0.9973196248196249,0.9857087294478866,1.0
99,1.0,1.0,1.0,1.0
